transaction_id,customer_id,product_id,amount,payment_method,status,transaction_date
TXN04033,CUST1084,PROD045,8684.74,Credit Card,Success,2026-07-14
TXN04034,CUST1579,PROD061,14129.42,Credit Card,Success,2026-05-04
TXN04035,CUST1387,PROD026,2168.55,Wallet,Success,2026-05-07
TXN04036,CUST0222,PROD076,15698.74,Net Banking,Success,2026-08-03
TXN04037,CUST0761,PROD037,11040.62,Credit Card,Success,2026-06-22
TXN04038,CUST1746,PROD014,3042.83,UPI,Success,2026-06-20
TXN04039,CUST1954,PROD048,19115.04,Debit Card,Success,2026-03-16
TXN04040,CUST0049,PROD085,1344.51,Debit Card,Failed,2026-03-29
TXN04041,CUST0065,PROD065,19871.85,UPI,Failed,2026-07-04
TXN04042,CUST1201,PROD071,16890.03,Net Banking,Success,2026-05-26
TXN04043,CUST1293,PROD059,4890.65,Net Banking,Success,2026-05-11
TXN04044,CUST0635,PROD049,2128.46,UPI,Success,2026-02-24
TXN04045,CUST1635,PROD099,5785.55,Credit Card,Success,2026-05-15
TXN04046,CUST0057,PROD004,11689.21,Credit Card,Success,2026-03-16
TXN04047,CUST0323,PROD079,6282.83,UPI,Success,2026-02-27
TXN04048,CUST1417,PROD092,5704.0,Wallet,Failed,2026-04-23
TXN04049,CUST1970,PROD083,8372.98,Net Banking,Success,2026-03-11
TXN04050,CUST0313,PROD066,12460.11,Credit Card,Success,2026-06-27
TXN04051,CUST0205,PROD067,12191.58,Credit Card,Success,2026-04-07
TXN04052,CUST0690,PROD020,9156.36,Net Banking,Success,2026-03-25
TXN04053,CUST0009,PROD022,2722.42,Credit Card,Success,2026-01-10
TXN04054,CUST1837,PROD037,971.27,Net Banking,Success,2026-04-08
TXN04055,CUST1748,PROD014,3852.15,Debit Card,Failed,2026-01-21
TXN04056,CUST1155,PROD095,1060.9,UPI,Failed,2026-03-09
TXN04057,CUST1743,PROD081,3486.84,Wallet,Success,2026-08-09
TXN04058,CUST0690,PROD009,8373.79,UPI,Failed,2026-04-21
TXN04059,CUST1641,PROD015,17026.05,Wallet,Success,2026-02-25
TXN04060,CUST1000,PROD068,11155.84,Debit Card,Success,2026-07-17
TXN04061,CUST1301,PROD079,866.18,Net Banking,Success,2026-05-23
TXN04062,CUST0853,PROD011,6662.42,Net Banking,Failed,2026-05-02
TXN04063,CUST0662,PROD071,16244.21,Debit Card,Success,2026-08-08
TXN04064,CUST0621,PROD020,493.3,Debit Card,Failed,2026-02-10
TXN04065,CUST0306,PROD033,10826.48,Net Banking,Success,2026-08-03
TXN04066,CUST1484,PROD010,5037.46,Credit Card,Success,2026-04-29
TXN04067,CUST0158,PROD039,7466.43,UPI,Success,2026-02-27
TXN04068,CUST1871,PROD069,825.01,Net Banking,Success,2026-02-09
TXN04069,CUST1293,PROD076,16281.03,UPI,Failed,2026-03-09
TXN04070,CUST1562,PROD032,13456.82,UPI,Success,2026-04-15
TXN04071,CUST0175,PROD004,5421.15,UPI,Failed,2026-07-20
TXN04072,CUST1163,PROD096,2657.98,Wallet,Failed,2026-01-27
TXN04073,CUST0257,PROD094,6443.5,Wallet,Success,2026-04-07
TXN04074,CUST1820,PROD039,14580.37,Wallet,Failed,2026-04-15
TXN04075,CUST1371,PROD100,4386.08,UPI,Success,2026-01-17
TXN04076,CUST0537,PROD011,5761.89,UPI,Failed,2026-02-20
TXN04077,CUST0213,PROD015,18888.59,Wallet,Success,2026-08-07
TXN04078,CUST0640,PROD002,18985.79,UPI,Success,2026-03-29
TXN04079,CUST0321,PROD041,12796.38,Wallet,Success,2026-04-24
TXN04080,CUST0635,PROD040,9118.63,Debit Card,Success,2026-05-09
TXN04081,CUST0003,PROD074,14947.84,UPI,Success,2026-07-22
TXN04082,CUST0929,PROD013,6059.06,Wallet,Success,2026-07-29
TXN04083,CUST1079,PROD028,1570.34,UPI,Success,2026-02-20
TXN04084,CUST1658,PROD046,15305.96,Debit Card,Success,2026-04-10
TXN04085,CUST0971,PROD017,18938.05,Net Banking,Success,2026-02-09
TXN04086,CUST1355,PROD061,12072.94,UPI,Success,2026-07-22
TXN04087,CUST1487,PROD035,740.96,Net Banking,Success,2026-02-24
TXN04088,CUST0529,PROD080,12622.27,Wallet,Success,2026-06-07
TXN04089,CUST0008,PROD078,18862.85,Wallet,Success,2026-03-05
TXN04090,CUST1451,PROD030,7985.05,Debit Card,Success,2026-06-07
TXN04091,CUST0381,PROD081,8209.51,UPI,Success,2026-03-18
TXN04092,CUST1707,PROD050,535.04,Net Banking,Success,2026-02-12
TXN04093,CUST0719,PROD030,18818.0,Wallet,Success,2026-06-29
TXN04094,CUST0713,PROD063,18524.1,Credit Card,Success,2026-04-12
TXN04095,CUST1404,PROD005,1808.04,Wallet,Success,2026-05-17
TXN04096,CUST1319,PROD043,6047.39,UPI,Success,2026-07-21
TXN04097,CUST0660,PROD029,8044.06,Debit Card,Success,2026-04-10
TXN04098,CUST0126,PROD036,8928.08,Net Banking,Success,2026-05-14
TXN04099,CUST1228,PROD039,17560.92,Wallet,Failed,2026-04-07
TXN04100,CUST1211,PROD035,10273.56,UPI,Success,2026-05-13
TXN04101,CUST0025,PROD084,5079.84,UPI,Success,2026-07-26
TXN04102,CUST0110,PROD059,15999.06,UPI,Success,2026-01-02
TXN04103,CUST0996,PROD098,17260.13,Net Banking,Success,2026-06-17
TXN04104,CUST1176,PROD040,11991.26,Credit Card,Success,2026-07-27
TXN04105,CUST0910,PROD068,2244.62,UPI,Success,2026-08-15
TXN04106,CUST0219,PROD074,14128.99,UPI,Success,2026-04-19
TXN04107,CUST0570,PROD079,667.8,Debit Card,Success,2026-01-24
TXN04108,CUST0602,PROD012,18907.3,Debit Card,Success,2026-07-27
TXN04109,CUST1740,PROD076,8572.91,Credit Card,Success,2026-03-13
TXN04110,CUST0478,PROD086,13307.19,Wallet,Success,2026-03-19
TXN04111,CUST1437,PROD044,7605.71,Credit Card,Failed,2026-02-11
TXN04112,CUST0224,PROD062,15567.87,Credit Card,Success,2026-01-07
TXN04113,CUST0738,PROD032,18156.06,UPI,Success,2026-08-13
TXN04114,CUST1265,PROD089,15979.95,Credit Card,Success,2026-05-30
TXN04115,CUST1284,PROD052,19602.95,Net Banking,Success,2026-02-24
TXN04116,CUST1961,PROD095,12345.79,Net Banking,Success,2026-06-15
TXN04117,CUST0213,PROD059,4485.83,Debit Card,Success,2026-05-26
TXN04118,CUST1423,PROD020,5606.32,Credit Card,Success,2026-05-07
TXN04119,CUST1624,PROD096,16273.39,Debit Card,Failed,2026-07-30
TXN04120,CUST0771,PROD043,19401.03,Wallet,Success,2026-03-04
TXN04121,CUST1774,PROD062,13245.29,Wallet,Success,2026-04-10
TXN04122,CUST1360,PROD012,5363.34,Credit Card,Success,2026-01-21
TXN04123,CUST1181,PROD026,15862.41,Net Banking,Failed,2026-08-18
TXN04124,CUST0800,PROD057,18757.07,UPI,Success,2026-04-21
TXN04125,CUST0746,PROD072,12893.46,Credit Card,Success,2026-05-03
TXN04126,CUST0948,PROD078,2680.85,UPI,Success,2026-08-14
TXN04127,CUST0280,PROD044,685.05,Wallet,Failed,2026-06-28
TXN04128,CUST1255,PROD025,18702.36,Debit Card,Success,2026-04-05
TXN04129,CUST0620,PROD052,4330.79,Wallet,Failed,2026-06-01
TXN04130,CUST0918,PROD002,2212.16,Debit Card,Success,2026-03-17
TXN04131,CUST0996,PROD001,16969.71,Wallet,Success,2026-03-01
TXN04132,CUST0514,PROD085,2819.94,UPI,Failed,2026-06-28
TXN04133,CUST0810,PROD051,19084.54,Credit Card,Success,2026-05-30
TXN04134,CUST0660,PROD017,12165.87,UPI,Success,2026-08-07
TXN04135,CUST0049,PROD080,18493.55,UPI,Success,2026-04-10
TXN04136,CUST0099,PROD086,1788.05,UPI,Success,2026-07-23
TXN04137,CUST0171,PROD042,8597.82,UPI,Failed,2026-04-17
TXN04138,CUST0942,PROD025,11324.59,Debit Card,Failed,2026-07-21
TXN04139,CUST1284,PROD066,1821.63,Credit Card,Success,2026-01-23
TXN04140,CUST0097,PROD087,14849.37,Credit Card,Success,2026-05-12
TXN04141,CUST1088,PROD039,13386.99,Wallet,Failed,2026-04-07
TXN04142,CUST0105,PROD098,13671.9,Wallet,Success,2026-08-16
TXN04143,CUST0980,PROD017,4093.51,UPI,Success,2026-02-25
TXN04144,CUST0541,PROD086,5395.51,Net Banking,Success,2026-02-01
TXN04145,CUST1943,PROD081,5051.24,Debit Card,Success,2026-04-16
TXN04146,CUST1485,PROD054,1590.1,Credit Card,Success,2026-02-05
TXN04147,CUST1582,PROD068,11029.62,Credit Card,Success,2026-08-13
TXN04148,CUST0842,PROD028,15062.93,Net Banking,Success,2026-05-15
TXN04149,CUST0249,PROD062,7811.25,Credit Card,Success,2026-06-13
TXN04150,CUST0319,PROD025,8386.51,UPI,Success,2026-07-15
TXN04151,CUST1245,PROD031,8586.5,Debit Card,Failed,2026-02-18
TXN04152,CUST1211,PROD009,8393.78,Net Banking,Success,2026-04-29
TXN04153,CUST0031,PROD032,3117.37,Wallet,Success,2026-07-20
TXN04154,CUST1461,PROD074,14736.62,Credit Card,Success,2026-06-18
TXN04155,CUST0287,PROD069,3153.86,Net Banking,Success,2026-08-16
TXN04156,CUST1867,PROD014,3661.14,Wallet,Success,2026-08-16
TXN04157,CUST0945,PROD075,5348.73,Wallet,Failed,2026-08-05
TXN04158,CUST0658,PROD022,18738.39,Credit Card,Failed,2026-03-22
TXN04159,CUST0849,PROD098,5293.81,Wallet,Success,2026-03-19
TXN04160,CUST1557,PROD032,16068.41,Net Banking,Failed,2026-07-11
TXN04161,CUST0891,PROD065,2436.72,UPI,Success,2026-08-15
TXN04162,CUST0634,PROD029,4571.57,Debit Card,Success,2026-04-20
TXN04163,CUST1240,PROD091,10490.8,Wallet,Success,2026-03-24
TXN04164,CUST0981,PROD011,16850.04,Debit Card,Failed,2026-03-23
TXN04165,CUST1383,PROD085,15678.36,Net Banking,Success,2026-01-15
TXN04166,CUST1598,PROD062,10706.8,UPI,Success,2026-06-06
TXN04167,CUST1889,PROD046,11627.12,Credit Card,Success,2026-06-26
TXN04168,CUST1461,PROD094,5475.64,Credit Card,Success,2026-04-10
TXN04169,CUST0345,PROD015,8366.63,Net Banking,Success,2026-08-15
TXN04170,CUST1485,PROD003,4484.01,Debit Card,Failed,2026-02-18
TXN04171,CUST0609,PROD010,10796.71,Credit Card,Failed,2026-01-02
TXN04172,CUST0655,PROD045,13226.3,Wallet,Success,2026-05-31
TXN04173,CUST0960,PROD099,4702.09,Wallet,Success,2026-04-27
TXN04174,CUST1233,PROD046,19539.57,Wallet,Success,2026-08-07
TXN04175,CUST1564,PROD045,1535.47,Credit Card,Success,2026-06-14
TXN04176,CUST1475,PROD058,5534.76,UPI,Success,2026-01-22
TXN04177,CUST0982,PROD087,4488.11,Net Banking,Success,2026-04-11
TXN04178,CUST0448,PROD091,10648.58,Debit Card,Success,2026-02-07
TXN04179,CUST1962,PROD084,9367.73,UPI,Success,2026-04-21
TXN04180,CUST0329,PROD047,18971.88,Credit Card,Success,2026-03-16
TXN04181,CUST0426,PROD004,15970.36,UPI,Success,2026-05-20
TXN04182,CUST0815,PROD032,835.05,Credit Card,Failed,2026-05-11
TXN04183,CUST1975,PROD022,12639.92,Wallet,Success,2026-06-13
TXN04184,CUST1048,PROD060,4618.8,Credit Card,Success,2026-08-03
TXN04185,CUST0081,PROD061,13722.45,Wallet,Success,2026-05-14
TXN04186,CUST0171,PROD022,12806.2,Net Banking,Success,2026-02-28
TXN04187,CUST1562,PROD038,10986.42,Credit Card,Success,2026-02-08
TXN04188,CUST0967,PROD018,330.35,Net Banking,Success,2026-06-07
TXN04189,CUST1128,PROD038,2926.99,Debit Card,Success,2026-05-01
TXN04190,CUST0895,PROD088,14386.11,Wallet,Success,2026-05-06
TXN04191,CUST1561,PROD027,12658.77,UPI,Success,2026-03-25
TXN04192,CUST1280,PROD094,14667.11,Debit Card,Success,2026-04-01
TXN04193,CUST1402,PROD091,585.79,UPI,Success,2026-04-04
TXN04194,CUST1052,PROD015,12445.18,Wallet,Success,2026-06-26
TXN04195,CUST1455,PROD017,2750.66,Credit Card,Success,2026-08-13
TXN04196,CUST1414,PROD007,454.73,UPI,Success,2026-04-18
TXN04197,CUST0276,PROD017,4964.42,Credit Card,Failed,2026-01-10
TXN04198,CUST0473,PROD001,14166.71,Debit Card,Success,2026-02-18
TXN04199,CUST1797,PROD082,5638.23,Debit Card,Success,2026-04-27
TXN04200,CUST1177,PROD015,19616.1,Wallet,Success,2026-07-16
TXN04201,CUST1740,PROD072,796.69,UPI,Success,2026-06-05
TXN04202,CUST1453,PROD051,4578.05,Net Banking,Failed,2026-04-19
TXN04203,CUST0790,PROD072,9530.66,Debit Card,Success,2026-06-23
TXN04204,CUST0510,PROD027,17190.94,Debit Card,Success,2026-03-07
TXN04205,CUST1864,PROD033,1472.7,Net Banking,Success,2026-01-05
TXN04206,CUST0893,PROD051,5425.28,UPI,Success,2026-04-29
TXN04207,CUST1405,PROD070,5890.41,Debit Card,Failed,2026-07-21
TXN04208,CUST0057,PROD013,6718.12,UPI,Success,2026-06-17
TXN04209,CUST0834,PROD039,3025.49,Credit Card,Failed,2026-04-16
TXN04210,CUST0008,PROD076,2765.96,UPI,Success,2026-01-25
TXN04211,CUST0013,PROD041,16398.7,Wallet,Success,2026-06-17
TXN04212,CUST1261,PROD074,19568.85,UPI,Success,2026-04-17
TXN04213,CUST0251,PROD043,16761.85,Debit Card,Success,2026-07-01
TXN04214,CUST0328,PROD090,5041.94,Credit Card,Failed,2026-02-11
TXN04215,CUST1916,PROD007,6622.67,Wallet,Success,2026-08-03
TXN04216,CUST0934,PROD083,9012.06,Credit Card,Success,2026-03-19
TXN04217,CUST1887,PROD035,14855.37,Debit Card,Success,2026-06-29
TXN04218,CUST0829,PROD023,18780.71,Credit Card,Failed,2026-07-11
TXN04219,CUST0746,PROD006,15477.45,UPI,Success,2026-01-23
TXN04220,CUST1590,PROD021,16378.01,Wallet,Success,2026-03-23
TXN04221,CUST1710,PROD024,9367.54,Wallet,Failed,2026-06-30
TXN04222,CUST1103,PROD023,8156.95,UPI,Success,2026-02-26
TXN04223,CUST0566,PROD069,11833.71,UPI,Success,2026-03-02
TXN04224,CUST1861,PROD046,16086.36,Wallet,Success,2026-05-17
TXN04225,CUST1448,PROD098,11941.58,Wallet,Success,2026-01-31
TXN04226,CUST0139,PROD040,16570.98,Credit Card,Failed,2026-02-03
TXN04227,CUST1829,PROD029,7485.93,Debit Card,Success,2026-06-29
TXN04228,CUST1354,PROD094,7416.41,Credit Card,Success,2026-08-14
TXN04229,CUST0668,PROD095,15910.34,Net Banking,Success,2026-05-25
TXN04230,CUST0658,PROD057,10019.32,UPI,Success,2026-06-05
TXN04231,CUST1394,PROD025,15748.04,Wallet,Success,2026-06-01
TXN04232,CUST0038,PROD091,6247.91,Net Banking,Success,2026-03-26
TXN04233,CUST1990,PROD019,8954.61,Debit Card,Success,2026-03-06
TXN04234,CUST0180,PROD050,211.13,Debit Card,Failed,2026-05-26
TXN04235,CUST1169,PROD060,18248.96,UPI,Success,2026-01-10
TXN04236,CUST1351,PROD022,3794.37,Credit Card,Success,2026-07-18
TXN04237,CUST0777,PROD091,10529.42,Net Banking,Success,2026-07-18
TXN04238,CUST0016,PROD066,4076.0,Net Banking,Success,2026-04-28
TXN04239,CUST0267,PROD086,10250.23,Wallet,Failed,2026-05-28
TXN04240,CUST1265,PROD093,4700.17,Net Banking,Success,2026-06-25
TXN04241,CUST0800,PROD014,14861.38,Credit Card,Failed,2026-07-11
TXN04242,CUST1238,PROD097,12853.21,Wallet,Success,2026-05-28
TXN04243,CUST0956,PROD014,12741.34,Net Banking,Success,2026-03-26
TXN04244,CUST1869,PROD029,4382.62,Net Banking,Failed,2026-06-23
TXN04245,CUST1807,PROD067,13597.2,Credit Card,Failed,2026-08-14
TXN04246,CUST0749,PROD094,12925.63,Wallet,Failed,2026-05-24
TXN04247,CUST0813,PROD066,13108.83,Debit Card,Success,2026-05-20
TXN04248,CUST1985,PROD074,9454.75,Credit Card,Success,2026-06-28
TXN04249,CUST1458,PROD073,369.35,Net Banking,Success,2026-01-02
TXN04250,CUST1017,PROD076,5834.43,Wallet,Success,2026-05-30
TXN04251,CUST1602,PROD036,6390.13,Debit Card,Success,2026-06-25
TXN04252,CUST0568,PROD015,17029.98,Net Banking,Success,2026-01-12
TXN04253,CUST1191,PROD022,14927.58,Net Banking,Success,2026-02-04
TXN04254,CUST0584,PROD084,4798.74,Net Banking,Success,2026-07-16
TXN04255,CUST1164,PROD014,13849.51,Debit Card,Success,2026-01-08
TXN04256,CUST0699,PROD075,13114.74,Credit Card,Failed,2026-05-12
TXN04257,CUST1057,PROD043,19105.13,Wallet,Success,2026-06-13
TXN04258,CUST0947,PROD078,14140.05,Net Banking,Success,2026-05-27
TXN04259,CUST1037,PROD041,9118.7,Credit Card,Success,2026-07-13
TXN04260,CUST0676,PROD054,13386.66,Wallet,Success,2026-07-24
TXN04261,CUST0775,PROD062,10619.7,Credit Card,Success,2026-07-30
TXN04262,CUST1387,PROD005,9878.35,Credit Card,Success,2026-06-27
TXN04263,CUST0907,PROD084,13464.49,Net Banking,Success,2026-07-26
TXN04264,CUST1961,PROD050,2059.6,Credit Card,Success,2026-06-25
TXN04265,CUST1347,PROD004,12909.99,Net Banking,Failed,2026-01-01
TXN04266,CUST1095,PROD028,7880.5,Credit Card,Success,2026-02-10
TXN04267,CUST0405,PROD092,14289.67,Debit Card,Success,2026-03-24
TXN04268,CUST0484,PROD025,8294.24,Wallet,Success,2026-05-31
TXN04269,CUST0267,PROD071,6794.01,UPI,Success,2026-07-16
TXN04270,CUST0460,PROD012,15346.59,Net Banking,Success,2026-02-05
TXN04271,CUST0401,PROD021,9280.29,Debit Card,Success,2026-03-22
TXN04272,CUST0584,PROD080,9119.71,Wallet,Success,2026-03-09
TXN04273,CUST0386,PROD018,19377.86,Debit Card,Success,2026-03-04
TXN04274,CUST0998,PROD010,5981.98,Wallet,Success,2026-07-22
TXN04275,CUST1815,PROD005,11786.17,Debit Card,Success,2026-07-01
TXN04276,CUST0754,PROD045,13958.24,Credit Card,Success,2026-01-11
TXN04277,CUST0084,PROD053,2448.21,UPI,Success,2026-03-06
TXN04278,CUST0857,PROD040,5456.29,Debit Card,Failed,2026-07-22
TXN04279,CUST0562,PROD061,16024.07,Credit Card,Success,2026-01-29
TXN04280,CUST1129,PROD073,5135.77,Wallet,Success,2026-06-19
TXN04281,CUST1960,PROD082,3120.0,UPI,Success,2026-06-23
TXN04282,CUST0666,PROD004,8864.47,UPI,Success,2026-04-14
TXN04283,CUST0346,PROD020,18145.77,Credit Card,Success,2026-05-19
TXN04284,CUST0747,PROD050,6061.58,Wallet,Success,2026-04-18
TXN04285,CUST0509,PROD086,286.54,Debit Card,Success,2026-03-07
TXN04286,CUST0664,PROD044,11696.52,Credit Card,Success,2026-01-14
TXN04287,CUST0435,PROD091,6790.04,Net Banking,Success,2026-01-02
TXN04288,CUST0998,PROD099,10870.88,Debit Card,Success,2026-07-25
TXN04289,CUST0476,PROD083,2910.59,Credit Card,Failed,2026-04-15
TXN04290,CUST1482,PROD077,1421.99,Net Banking,Success,2026-06-23
TXN04291,CUST0060,PROD067,3723.28,Credit Card,Success,2026-07-09
TXN04292,CUST1159,PROD049,14473.28,Credit Card,Success,2026-07-29
TXN04293,CUST1823,PROD073,543.97,Credit Card,Success,2026-06-25
TXN04294,CUST0128,PROD073,8993.63,UPI,Success,2026-03-28
TXN04295,CUST0214,PROD059,15510.53,Net Banking,Success,2026-01-10
TXN04296,CUST0049,PROD093,1529.27,UPI,Success,2026-03-29
TXN04297,CUST0080,PROD008,4302.69,Credit Card,Success,2026-08-06
TXN04298,CUST0634,PROD079,856.66,Wallet,Success,2026-04-22
TXN04299,CUST1832,PROD021,18264.82,Credit Card,Success,2026-04-08
TXN04300,CUST1129,PROD084,4034.02,Credit Card,Failed,2026-03-02
TXN04301,CUST1505,PROD082,17132.33,Wallet,Success,2026-01-19
TXN04302,CUST1184,PROD049,15707.29,Credit Card,Success,2026-06-06
TXN04303,CUST0006,PROD044,4641.76,UPI,Success,2026-05-03
TXN04304,CUST0355,PROD054,1034.05,Wallet,Success,2026-01-15
TXN04305,CUST1812,PROD019,10315.98,Net Banking,Success,2026-06-17
TXN04306,CUST1534,PROD036,3800.26,UPI,Success,2026-07-19
TXN04307,CUST0586,PROD080,11281.26,Wallet,Failed,2026-05-06
TXN04308,CUST1821,PROD057,15827.86,Wallet,Success,2026-08-17
TXN04309,CUST0128,PROD052,4031.61,Wallet,Success,2026-02-10
TXN04310,CUST1967,PROD011,19620.84,Net Banking,Failed,2026-02-12
TXN04311,CUST1134,PROD007,18050.43,Net Banking,Success,2026-03-08
TXN04312,CUST0749,PROD065,11675.88,Debit Card,Success,2026-02-05
TXN04313,CUST0837,PROD002,16923.92,UPI,Success,2026-04-17
TXN04314,CUST1815,PROD034,8911.22,Debit Card,Success,2026-06-27
TXN04315,CUST0363,PROD047,9328.43,Wallet,Success,2026-04-26
TXN04316,CUST1424,PROD033,9491.62,Wallet,Success,2026-05-21
TXN04317,CUST0029,PROD057,271.35,Wallet,Success,2026-06-28
TXN04318,CUST0854,PROD041,9675.32,UPI,Success,2026-04-28
TXN04319,CUST0177,PROD019,18116.66,Wallet,Failed,2026-05-12
TXN04320,CUST0930,PROD020,11005.97,Net Banking,Failed,2026-02-09
TXN04321,CUST0126,PROD077,2899.35,Credit Card,Success,2026-07-23
TXN04322,CUST1408,PROD093,1609.78,Net Banking,Success,2026-06-14
TXN04323,CUST0245,PROD057,731.55,Credit Card,Success,2026-03-29
TXN04324,CUST0153,PROD083,10415.73,UPI,Success,2026-04-19
TXN04325,CUST0793,PROD094,14401.26,Wallet,Success,2026-05-19
TXN04326,CUST1628,PROD026,1670.56,Net Banking,Success,2026-08-03
TXN04327,CUST0626,PROD061,19394.4,Debit Card,Success,2026-05-28
TXN04328,CUST0296,PROD060,11736.14,UPI,Success,2026-02-18
TXN04329,CUST1559,PROD098,19934.83,Wallet,Success,2026-02-04
TXN04330,CUST0488,PROD048,13510.58,UPI,Success,2026-03-11
TXN04331,CUST1622,PROD003,1877.87,UPI,Failed,2026-06-04
TXN04332,CUST1140,PROD088,5381.49,Wallet,Success,2026-01-06
TXN04333,CUST0006,PROD090,2546.3,Wallet,Success,2026-01-01
TXN04334,CUST0996,PROD014,7466.98,Net Banking,Success,2026-01-11
TXN04335,CUST1329,PROD014,14545.72,Net Banking,Success,2026-01-15
TXN04336,CUST0120,PROD037,4676.56,Wallet,Failed,2026-04-19
TXN04337,CUST0764,PROD094,8964.16,Net Banking,Success,2026-04-08
TXN04338,CUST1328,PROD038,8363.22,UPI,Success,2026-06-21
TXN04339,CUST1996,PROD009,2013.5,Wallet,Success,2026-08-01
TXN04340,CUST0105,PROD087,9485.84,UPI,Success,2026-07-28
TXN04341,CUST1138,PROD095,7369.99,Credit Card,Success,2026-07-05
TXN04342,CUST0763,PROD007,3142.23,Debit Card,Failed,2026-06-20
TXN04343,CUST0970,PROD021,13784.34,Credit Card,Failed,2026-06-10
TXN04344,CUST0360,PROD005,1821.79,Credit Card,Failed,2026-06-22
TXN04345,CUST1846,PROD061,7416.59,Wallet,Success,2026-06-09
TXN04346,CUST0551,PROD083,9322.11,Debit Card,Success,2026-06-27
TXN04347,CUST1778,PROD077,8560.77,Net Banking,Success,2026-06-02
TXN04348,CUST0522,PROD098,3506.57,Net Banking,Failed,2026-02-08
TXN04349,CUST1564,PROD095,5306.72,Credit Card,Success,2026-06-16
TXN04350,CUST0577,PROD011,8208.38,Debit Card,Success,2026-01-29
TXN04351,CUST0903,PROD038,979.12,Debit Card,Success,2026-07-23
TXN04352,CUST1845,PROD025,4919.44,Wallet,Success,2026-07-19
TXN04353,CUST1779,PROD057,15830.41,Net Banking,Failed,2026-07-23
TXN04354,CUST1580,PROD088,12236.91,Wallet,Success,2026-04-08
TXN04355,CUST1523,PROD087,18030.09,UPI,Failed,2026-07-16
TXN04356,CUST0656,PROD044,10028.81,Net Banking,Success,2026-01-23
TXN04357,CUST1227,PROD085,1119.24,Wallet,Success,2026-04-03
TXN04358,CUST1261,PROD093,7941.51,UPI,Success,2026-05-11
TXN04359,CUST0559,PROD076,12323.03,UPI,Success,2026-05-12
TXN04360,CUST1958,PROD044,10165.65,Debit Card,Success,2026-02-13
TXN04361,CUST1381,PROD046,8995.33,Debit Card,Success,2026-03-09
TXN04362,CUST1157,PROD080,11635.66,Credit Card,Success,2026-04-22
TXN04363,CUST0530,PROD048,15344.08,Credit Card,Success,2026-03-23
TXN04364,CUST1509,PROD076,2363.75,UPI,Success,2026-08-19
TXN04365,CUST1417,PROD008,18238.67,Debit Card,Success,2026-05-13
TXN04366,CUST1971,PROD069,5155.65,Net Banking,Failed,2026-06-23
TXN04367,CUST1249,PROD071,13432.58,Debit Card,Failed,2026-07-06
TXN04368,CUST0456,PROD022,1712.21,Wallet,Success,2026-04-02
TXN04369,CUST0242,PROD065,13386.97,Net Banking,Success,2026-01-14
TXN04370,CUST1333,PROD036,13924.96,Wallet,Success,2026-08-06
TXN04371,CUST1798,PROD098,989.69,Credit Card,Success,2026-02-09
TXN04372,CUST0543,PROD020,7054.07,Credit Card,Success,2026-05-07
TXN04373,CUST0686,PROD043,6070.83,Credit Card,Failed,2026-07-31
TXN04374,CUST1059,PROD062,18443.49,UPI,Failed,2026-05-21
TXN04375,CUST0289,PROD009,17106.53,Debit Card,Success,2026-07-25
TXN04376,CUST1991,PROD088,5256.62,Wallet,Success,2026-07-06
TXN04377,CUST0916,PROD040,7854.61,Credit Card,Failed,2026-03-17
TXN04378,CUST0508,PROD059,19176.53,Wallet,Success,2026-05-04
TXN04379,CUST1398,PROD061,19736.0,Credit Card,Success,2026-08-14
TXN04380,CUST0538,PROD056,1754.75,Net Banking,Success,2026-02-16
TXN04381,CUST1097,PROD007,16211.71,Credit Card,Failed,2026-03-30
TXN04382,CUST1705,PROD024,8591.7,Net Banking,Failed,2026-08-10
TXN04383,CUST1884,PROD065,10465.71,Net Banking,Failed,2026-06-08
TXN04384,CUST1110,PROD068,9328.28,Debit Card,Success,2026-05-01
TXN04385,CUST0571,PROD043,10351.88,Net Banking,Success,2026-08-15
TXN04386,CUST1980,PROD009,4864.88,UPI,Failed,2026-01-02
TXN04387,CUST1897,PROD018,14496.46,Credit Card,Success,2026-05-29
TXN04388,CUST1824,PROD001,13886.87,Net Banking,Success,2026-06-04
TXN04389,CUST1425,PROD059,6790.85,Wallet,Success,2026-01-17
TXN04390,CUST0515,PROD049,17937.09,Wallet,Success,2026-05-13
TXN04391,CUST0228,PROD020,16837.87,Wallet,Success,2026-08-04
TXN04392,CUST1614,PROD038,9674.64,Net Banking,Success,2026-03-04
TXN04393,CUST0834,PROD016,18438.21,Debit Card,Success,2026-01-18
TXN04394,CUST1136,PROD052,2894.84,Credit Card,Success,2026-02-03
TXN04395,CUST1979,PROD060,758.81,Debit Card,Failed,2026-04-18
TXN04396,CUST0517,PROD067,799.07,Credit Card,Success,2026-03-22
TXN04397,CUST0776,PROD005,2800.13,Net Banking,Success,2026-02-03
TXN04398,CUST0495,PROD032,1246.58,Net Banking,Success,2026-08-03
TXN04399,CUST1656,PROD084,14366.37,UPI,Failed,2026-05-06
TXN04400,CUST0848,PROD082,13044.26,Debit Card,Success,2026-03-14
TXN04401,CUST1787,PROD046,8483.72,UPI,Success,2026-08-09
TXN04402,CUST0267,PROD081,1714.66,UPI,Success,2026-05-20
TXN04403,CUST1116,PROD024,11240.49,Wallet,Success,2026-05-05
TXN04404,CUST1856,PROD051,8440.69,Debit Card,Success,2026-03-23
