customer_id,age,location,signup_date,total_orders,total_spend,last_purchase_days
CUST0950,23,Noida,2025-04-27,10,36895.44,67
CUST0951,37,Delhi,2025-03-21,1,52569.97,35
CUST0952,36,Noida,2025-06-26,18,1327.55,126
CUST0953,48,Pune,2026-04-30,1,76703.99,75
CUST0954,32,Delhi,2025-11-02,18,37677.57,106
CUST0955,53,Kolkata,2026-03-28,13,25364.66,166
CUST0956,42,Hyderabad,2025-07-19,9,8381.37,161
CUST0957,51,Pune,2025-05-03,10,65021.48,137
CUST0958,35,Kolkata,2026-02-19,7,85421.46,47
CUST0959,36,Mumbai,2025-03-11,21,45806.63,116
CUST0960,49,Hyderabad,2025-05-20,11,2429.84,13
CUST0961,52,Delhi,2026-05-12,6,97247.09,73
CUST0962,26,Noida,2025-05-18,24,1316.31,24
CUST0963,18,Noida,2025-03-19,7,34520.33,80
CUST0964,49,Chennai,2026-02-07,15,69845.01,9
CUST0965,23,Bangalore,2025-06-19,2,27017.11,101
CUST0966,52,Noida,2025-02-06,6,19623.13,65
CUST0967,42,Delhi,2026-02-23,4,97472.55,64
CUST0968,46,Hyderabad,2025-07-17,24,99456.27,51
CUST0969,24,Hyderabad,2025-08-24,16,39217.73,80
CUST0970,38,Bangalore,2026-04-25,21,72959.59,141
CUST0971,25,Pune,2025-09-24,16,64032.74,51
CUST0972,21,Hyderabad,2025-07-04,4,23978.6,112
CUST0973,18,Bangalore,2025-06-16,26,27971.95,31
CUST0974,33,Delhi,2025-07-22,2,58317.16,177
CUST0975,27,Chennai,2025-09-01,25,9403.25,41
CUST0976,23,Chennai,2025-09-13,30,96980.34,161
CUST0977,21,Chennai,2025-01-31,21,15814.88,138
CUST0978,24,Bangalore,2026-02-10,16,23651.13,143
CUST0979,40,Noida,2026-02-08,24,19700.05,177
CUST0980,40,Bangalore,2025-07-13,9,89916.97,125
CUST0981,46,Pune,2025-12-28,18,69855.26,49
CUST0982,29,Chennai,2025-10-18,11,73374.04,71
CUST0983,53,Bangalore,2026-03-21,3,53348.17,116
CUST0984,34,Chennai,2025-06-01,15,571.62,164
CUST0985,42,Bangalore,2025-09-17,29,2362.63,94
CUST0986,33,Chennai,2026-02-02,24,6802.5,138
CUST0987,42,Hyderabad,2026-02-24,17,68480.81,142
CUST0988,36,Chennai,2025-03-20,14,64269.94,29
CUST0989,51,Mumbai,2025-02-19,2,83601.74,34
CUST0990,20,Hyderabad,2025-04-02,4,48794.34,26
CUST0991,54,Kolkata,2025-01-17,22,49246.01,160
CUST0992,55,Pune,2025-12-26,2,36952.22,156
CUST0993,22,Delhi,2026-01-03,30,92143.0,168
CUST0994,23,Noida,2025-09-09,26,64072.21,93
CUST0995,44,Chennai,2025-10-13,26,70989.16,158
CUST0996,51,Delhi,2025-05-17,24,7503.62,78
CUST0997,31,Mumbai,2025-02-09,4,72654.61,137
CUST0998,30,Hyderabad,2025-07-17,17,65859.21,146
CUST0999,29,Kolkata,2025-11-17,24,10998.66,164
CUST1000,40,Noida,2025-10-23,23,66691.61,27
CUST1001,29,Kolkata,2025-03-27,17,34082.53,41
CUST1002,46,Chennai,2025-10-01,29,31857.92,84
CUST1003,41,Kolkata,2026-03-09,25,63507.46,83
CUST1004,33,Hyderabad,2025-11-08,13,76687.97,66
CUST1005,46,Noida,2025-07-04,13,519.46,9
CUST1006,19,Bangalore,2025-05-26,29,30533.24,77
CUST1007,31,Chennai,2025-04-24,1,77266.55,177
CUST1008,35,Bangalore,2026-02-26,4,4254.76,92
CUST1009,26,Pune,2025-03-21,12,89017.72,64
CUST1010,34,Pune,2025-04-30,3,57263.47,146
CUST1011,31,Mumbai,2026-04-15,24,32806.86,124
CUST1012,49,Mumbai,2025-03-30,20,64404.33,10
CUST1013,54,Kolkata,2026-01-10,3,78122.13,86
CUST1014,45,Kolkata,2025-06-28,30,86849.19,59
CUST1015,18,Kolkata,2026-01-18,2,30825.95,11
CUST1016,52,Bangalore,2025-06-13,11,50488.96,57
CUST1017,21,Kolkata,2025-03-20,15,75407.6,148
CUST1018,23,Hyderabad,2025-09-16,14,29333.41,101
CUST1019,26,Chennai,2025-03-17,3,47847.54,13
CUST1020,43,Pune,2025-10-08,3,40153.44,112
CUST1021,26,Bangalore,2026-02-01,16,56149.97,125
CUST1022,54,Hyderabad,2025-07-22,18,61791.69,135
CUST1023,33,Mumbai,2025-05-07,9,77788.8,83
CUST1024,54,Mumbai,2025-12-17,4,67338.88,109
CUST1025,40,Hyderabad,2025-07-07,11,34780.23,168
CUST1026,37,Bangalore,2025-01-13,12,61813.99,114
CUST1027,27,Noida,2025-11-16,2,92459.21,60
CUST1028,41,Bangalore,2025-04-13,25,72984.43,22
CUST1029,21,Hyderabad,2025-02-27,20,92709.6,74
CUST1030,39,Mumbai,2025-01-08,10,45281.13,6
CUST1031,31,Hyderabad,2025-06-19,7,54869.21,67
CUST1032,48,Bangalore,2025-10-08,23,70026.15,5
CUST1033,55,Delhi,2025-07-12,9,17446.8,73
CUST1034,35,Delhi,2025-04-13,15,65648.41,3
CUST1035,42,Pune,2025-02-04,22,85282.25,169
CUST1036,24,Delhi,2025-07-04,10,86807.34,167
CUST1037,32,Kolkata,2025-07-17,17,97672.89,26
CUST1038,38,Noida,2026-04-08,28,59912.09,23
CUST1039,30,Noida,2025-04-06,18,92671.82,6
CUST1040,33,Pune,2025-01-21,11,49248.32,41
CUST1041,40,Chennai,2025-01-10,12,62710.48,61
CUST1042,50,Pune,2026-05-16,26,6669.96,66
CUST1043,42,Delhi,2026-03-26,18,94937.08,58
CUST1044,39,Kolkata,2025-03-19,22,14157.44,98
CUST1045,32,Kolkata,2025-09-24,8,57503.41,110
CUST1046,37,Chennai,2026-05-12,15,54452.26,53
CUST1047,26,Hyderabad,2025-12-01,28,14241.91,177
CUST1048,51,Bangalore,2025-12-28,14,99570.74,38
CUST1049,54,Bangalore,2025-12-02,11,7247.5,137
CUST1050,25,Bangalore,2026-05-01,11,84032.49,38
CUST1051,19,Chennai,2026-01-08,29,97303.16,106
CUST1052,46,Pune,2025-06-05,5,78021.23,28
CUST1053,29,Delhi,2025-03-09,25,98602.58,158
CUST1054,54,Hyderabad,2025-05-17,20,23602.16,176
CUST1055,40,Mumbai,2025-01-14,23,78092.71,35
CUST1056,48,Chennai,2025-09-15,6,85286.88,126
CUST1057,26,Bangalore,2025-08-31,7,23014.17,105
CUST1058,18,Pune,2026-01-27,14,22644.14,172
CUST1059,31,Mumbai,2025-04-14,6,92746.77,113
CUST1060,49,Chennai,2026-03-20,28,46025.72,64
CUST1061,43,Delhi,2025-08-07,20,73665.51,98
CUST1062,38,Kolkata,2026-01-04,20,93944.34,147
CUST1063,52,Delhi,2025-11-01,17,11376.97,117
CUST1064,20,Hyderabad,2026-02-28,17,54017.98,11
CUST1065,42,Delhi,2025-10-13,7,29472.35,102
CUST1066,37,Pune,2026-03-29,15,17065.42,76
CUST1067,21,Bangalore,2025-11-10,15,83074.4,116
CUST1068,50,Mumbai,2025-02-16,6,77983.75,179
CUST1069,26,Kolkata,2025-10-07,14,32684.36,7
CUST1070,47,Hyderabad,2025-04-02,29,45740.98,65
CUST1071,28,Mumbai,2025-06-15,3,11859.41,116
CUST1072,41,Mumbai,2025-11-21,17,70874.27,131
CUST1073,28,Kolkata,2025-11-10,18,38370.4,44
CUST1074,39,Bangalore,2026-04-13,6,86947.44,46
CUST1075,21,Kolkata,2026-01-29,10,31297.07,115
CUST1076,29,Mumbai,2025-05-28,29,13591.32,52
CUST1077,34,Delhi,2025-01-02,15,50013.95,128
CUST1078,18,Noida,2025-10-06,8,22078.95,169
CUST1079,47,Kolkata,2025-09-01,15,8400.79,154
CUST1080,33,Pune,2025-01-04,20,63049.22,54
CUST1081,29,Bangalore,2025-01-26,2,65501.05,10
CUST1082,20,Pune,2025-03-16,11,92078.28,13
CUST1083,44,Bangalore,2025-02-25,6,67373.0,157
CUST1084,54,Bangalore,2025-12-05,15,75058.81,93
CUST1085,20,Mumbai,2026-04-22,25,30279.8,95
CUST1086,42,Mumbai,2026-04-05,25,43018.72,141
CUST1087,36,Noida,2025-02-03,5,12641.31,71
CUST1088,51,Kolkata,2025-06-18,17,21379.61,54
CUST1089,21,Mumbai,2025-11-10,19,73107.99,162
CUST1090,23,Noida,2025-09-28,24,69021.1,74
CUST1091,38,Pune,2025-08-07,17,57726.7,160
CUST1092,26,Noida,2025-07-01,17,73053.88,128
CUST1093,29,Hyderabad,2025-09-10,23,29403.56,50
CUST1094,25,Delhi,2025-01-01,15,62733.34,31
CUST1095,31,Kolkata,2026-01-13,14,5026.47,90
CUST1096,31,Delhi,2025-10-14,21,20518.12,73
CUST1097,22,Pune,2025-05-11,10,50915.62,83
CUST1098,18,Mumbai,2026-01-28,22,33661.65,102
CUST1099,54,Delhi,2026-01-06,27,17975.09,85
CUST1100,39,Noida,2026-03-03,30,47712.8,10
CUST1101,26,Noida,2025-11-27,5,62906.45,138
CUST1102,39,Noida,2026-04-04,26,81509.58,15
CUST1103,51,Pune,2026-03-04,19,72633.93,81
CUST1104,52,Delhi,2025-10-12,7,57951.07,85
CUST1105,40,Mumbai,2026-02-14,5,28405.77,8
CUST1106,42,Bangalore,2025-06-23,19,60766.06,48
CUST1107,25,Pune,2025-11-01,23,85853.04,9
CUST1108,44,Mumbai,2025-05-20,16,87766.35,96
CUST1109,37,Hyderabad,2025-08-20,17,30580.67,29
CUST1110,20,Hyderabad,2025-07-11,30,9714.11,130
CUST1111,48,Bangalore,2025-01-13,7,34341.53,124
CUST1112,51,Pune,2026-01-11,25,33070.13,26
CUST1113,51,Bangalore,2026-02-25,7,72594.78,118
CUST1114,51,Mumbai,2025-07-18,1,31442.64,12
CUST1115,23,Chennai,2025-12-18,15,88973.99,27
CUST1116,37,Delhi,2025-09-24,19,75970.14,164
CUST1117,31,Chennai,2026-04-02,7,19658.29,71
CUST1118,38,Noida,2025-09-30,22,12206.26,39
CUST1119,35,Mumbai,2025-03-22,1,95850.66,144
CUST1120,24,Hyderabad,2025-09-21,18,35356.65,82
CUST1121,27,Pune,2025-05-19,19,24860.09,19
CUST1122,39,Noida,2025-06-09,2,13442.36,121
CUST1123,21,Mumbai,2026-04-08,13,5853.09,110
CUST1124,29,Noida,2025-07-20,20,35884.62,86
CUST1125,30,Mumbai,2026-02-23,30,75696.42,120
CUST1126,26,Mumbai,2025-10-18,27,80333.87,179
CUST1127,24,Noida,2025-08-28,10,68605.56,120
CUST1128,32,Hyderabad,2025-08-29,5,86179.08,158
CUST1129,41,Kolkata,2025-05-13,6,70111.65,171
CUST1130,38,Noida,2025-06-19,16,3511.28,122
CUST1131,40,Noida,2025-02-27,15,84653.74,73
CUST1132,40,Bangalore,2026-01-29,17,10741.75,28
CUST1133,53,Mumbai,2025-06-16,26,30560.75,119
CUST1134,55,Kolkata,2025-07-25,8,62277.05,141
CUST1135,48,Kolkata,2025-03-23,3,34401.06,178
CUST1136,45,Kolkata,2025-10-30,19,78839.01,140
CUST1137,33,Bangalore,2025-12-22,22,67125.72,147
CUST1138,49,Mumbai,2026-03-05,19,59809.51,84
CUST1139,24,Noida,2025-10-12,6,31149.55,104
CUST1140,24,Kolkata,2025-02-05,11,49682.37,170
CUST1141,23,Hyderabad,2025-02-01,27,14322.22,149
CUST1142,18,Bangalore,2026-04-08,22,15347.03,137
CUST1143,42,Noida,2025-05-30,7,20963.34,82
CUST1144,54,Pune,2025-06-03,30,94361.66,112
CUST1145,40,Mumbai,2026-01-03,19,1307.87,131
CUST1146,26,Pune,2025-07-26,2,37237.68,141
CUST1147,21,Delhi,2026-05-11,23,56223.01,92
CUST1148,36,Delhi,2025-02-26,8,43455.69,152
CUST1149,38,Kolkata,2025-07-21,13,38465.72,140
CUST1150,29,Noida,2025-04-19,5,19228.57,99
CUST1151,41,Kolkata,2026-03-08,5,29202.85,172
CUST1152,26,Delhi,2025-03-06,3,65014.73,37
CUST1153,49,Kolkata,2026-01-05,5,8924.01,165
CUST1154,44,Noida,2026-02-17,29,78998.38,155
CUST1155,45,Bangalore,2026-04-22,15,51186.78,142
CUST1156,46,Kolkata,2026-02-24,12,22961.22,109
CUST1157,18,Noida,2025-11-06,28,73225.88,129
CUST1158,44,Chennai,2025-05-18,2,97834.23,146
CUST1159,41,Mumbai,2025-09-05,19,48412.52,177
CUST1160,27,Pune,2025-02-10,15,51936.48,134
CUST1161,23,Hyderabad,2026-04-01,16,63250.95,170
CUST1162,22,Pune,2026-05-07,20,5751.04,88
CUST1163,18,Noida,2025-10-01,15,51509.98,121
CUST1164,39,Kolkata,2025-10-21,12,96077.84,76
CUST1165,28,Delhi,2025-05-29,23,92325.02,78
CUST1166,54,Pune,2026-01-08,2,63115.36,149
CUST1167,54,Delhi,2025-03-28,22,99041.3,160
CUST1168,36,Noida,2025-01-14,3,13118.72,20
CUST1169,35,Pune,2026-03-12,5,61771.88,71
CUST1170,34,Delhi,2026-03-16,24,11599.17,45
CUST1171,55,Bangalore,2026-04-11,22,44941.99,45
CUST1172,33,Noida,2025-05-14,6,80037.51,9
CUST1173,23,Bangalore,2025-06-25,20,93427.21,40
CUST1174,49,Kolkata,2026-03-05,25,38625.12,170
CUST1175,28,Hyderabad,2025-08-14,19,73568.93,89
CUST1176,34,Mumbai,2025-01-28,2,17176.24,103
CUST1177,37,Noida,2025-09-01,24,94851.05,137
CUST1178,42,Kolkata,2025-04-30,16,26631.2,136
CUST1179,45,Delhi,2026-03-22,10,92758.64,115
CUST1180,38,Delhi,2025-07-15,4,91812.36,164
CUST1181,45,Pune,2025-07-01,11,27397.45,26
CUST1182,55,Kolkata,2025-05-11,15,77428.53,62
CUST1183,55,Hyderabad,2026-01-11,17,34071.96,177
CUST1184,38,Delhi,2025-04-03,22,1343.38,18
CUST1185,44,Mumbai,2025-01-07,17,10838.77,115
CUST1186,32,Pune,2025-06-29,9,19711.41,7
CUST1187,23,Delhi,2025-11-14,20,65832.25,56
CUST1188,25,Mumbai,2026-05-02,3,85715.86,34
CUST1189,54,Bangalore,2025-07-12,29,11529.09,48
CUST1190,36,Noida,2025-05-10,22,93650.11,164
CUST1191,35,Kolkata,2025-08-21,23,90387.45,83
CUST1192,28,Mumbai,2025-05-12,9,77822.04,98
CUST1193,39,Delhi,2025-07-18,9,95582.77,68
CUST1194,46,Mumbai,2025-04-02,16,97952.49,52
CUST1195,43,Bangalore,2025-11-09,21,49459.7,37
CUST1196,45,Hyderabad,2025-10-04,20,64512.15,114
CUST1197,34,Mumbai,2026-01-02,2,7755.49,147
CUST1198,34,Noida,2026-01-08,1,89702.98,39
CUST1199,18,Delhi,2025-12-01,22,39353.14,39
CUST1200,39,Kolkata,2025-12-25,19,868.52,126
CUST1201,45,Kolkata,2025-09-02,28,72912.86,18
CUST1202,32,Delhi,2025-10-04,13,95438.46,124
CUST1203,54,Chennai,2025-03-04,11,68342.66,103
CUST1204,23,Chennai,2025-01-29,18,85407.54,88
CUST1205,47,Pune,2025-02-11,21,20710.49,142
CUST1206,42,Hyderabad,2025-01-21,10,69740.29,28
CUST1207,40,Noida,2025-11-19,3,88578.81,113
CUST1208,30,Bangalore,2026-01-12,2,19712.73,152
CUST1209,49,Kolkata,2025-05-03,3,79377.55,165
CUST1210,49,Noida,2025-06-07,1,4185.75,15
CUST1211,20,Kolkata,2025-06-22,4,21561.98,168
CUST1212,51,Noida,2025-12-08,22,87084.9,138
CUST1213,55,Hyderabad,2025-03-18,30,7667.33,37
CUST1214,19,Noida,2025-09-08,30,91842.9,12
CUST1215,26,Delhi,2025-05-05,6,63449.81,79
CUST1216,24,Noida,2026-02-25,20,17483.59,152
CUST1217,24,Mumbai,2025-02-02,16,59700.25,158
CUST1218,22,Hyderabad,2025-04-23,14,34065.64,174
CUST1219,38,Mumbai,2025-07-25,22,57808.72,36
CUST1220,31,Delhi,2025-06-14,19,17758.04,17
CUST1221,35,Bangalore,2025-03-03,25,41807.86,179
CUST1222,53,Bangalore,2025-07-09,15,24742.64,149
CUST1223,26,Mumbai,2025-01-21,26,84812.99,157
CUST1224,28,Delhi,2025-07-12,29,48953.26,2
CUST1225,29,Mumbai,2025-01-04,23,65349.7,73
CUST1226,48,Bangalore,2025-08-02,7,14737.24,70
CUST1227,46,Kolkata,2025-09-25,8,93839.92,157
CUST1228,20,Bangalore,2025-12-21,23,50238.82,23
CUST1229,37,Chennai,2025-11-18,14,954.72,61
CUST1230,25,Mumbai,2025-04-09,20,36509.18,139
CUST1231,32,Noida,2025-09-17,25,62833.19,54
CUST1232,21,Hyderabad,2025-05-22,4,79762.99,176
CUST1233,48,Noida,2026-03-09,6,16396.08,12
CUST1234,41,Pune,2025-01-28,7,43749.83,86
CUST1235,47,Delhi,2025-11-12,4,74171.48,138
CUST1236,28,Delhi,2025-04-01,16,51732.92,19
CUST1237,33,Noida,2026-04-04,19,58186.3,108
CUST1238,38,Hyderabad,2025-04-12,25,11458.22,59
CUST1239,33,Kolkata,2025-02-20,28,20395.61,57
CUST1240,48,Noida,2025-02-07,2,89103.64,38
CUST1241,47,Bangalore,2025-04-21,13,37661.77,118
CUST1242,30,Chennai,2026-01-04,9,20619.98,33
CUST1243,54,Delhi,2025-01-17,9,14081.9,120
CUST1244,44,Bangalore,2025-08-23,25,34685.81,76
CUST1245,28,Bangalore,2025-11-06,19,97028.52,59
CUST1246,44,Noida,2025-02-14,28,99568.6,152
CUST1247,47,Pune,2025-08-31,1,73136.77,64
CUST1248,38,Kolkata,2025-05-07,19,22629.46,152
CUST1249,27,Delhi,2026-04-30,14,98028.31,11
CUST1250,50,Delhi,2025-08-29,14,53346.61,123
CUST1251,24,Noida,2026-02-19,16,24430.89,143
CUST1252,18,Kolkata,2026-01-21,7,13704.84,76
CUST1253,23,Delhi,2025-05-03,16,67069.04,42
CUST1254,47,Delhi,2025-12-27,15,46644.18,36
CUST1255,43,Bangalore,2026-03-24,26,87219.4,161
CUST1256,18,Mumbai,2025-08-26,13,89396.73,86
CUST1257,20,Pune,2025-09-29,14,75412.36,179
CUST1258,52,Hyderabad,2026-04-30,26,68624.19,159
CUST1259,39,Delhi,2026-03-27,17,94559.56,173
CUST1260,21,Mumbai,2025-07-06,13,36876.29,159
CUST1261,41,Chennai,2025-01-21,6,64993.18,18
CUST1262,31,Bangalore,2025-10-15,11,24243.95,30
CUST1263,48,Hyderabad,2025-11-29,25,74629.16,58
CUST1264,40,Pune,2025-06-14,17,68182.56,71
CUST1265,22,Chennai,2025-01-28,12,45514.86,129
CUST1266,25,Noida,2025-09-27,23,53424.5,137
CUST1267,36,Noida,2026-04-06,20,37130.51,173
CUST1268,22,Hyderabad,2026-04-30,29,88455.91,23
CUST1269,43,Bangalore,2025-02-11,10,95846.52,20
CUST1270,28,Pune,2025-02-25,4,69859.67,128
CUST1271,31,Delhi,2025-03-19,10,41945.4,175
CUST1272,26,Noida,2025-10-05,12,42302.93,166
CUST1273,36,Hyderabad,2025-01-11,3,2692.64,60
CUST1274,51,Chennai,2026-03-04,14,58081.11,168
CUST1275,38,Noida,2025-11-27,19,66752.61,136
CUST1276,53,Noida,2026-03-08,15,30756.19,34
CUST1277,37,Bangalore,2026-04-05,26,26370.74,124
CUST1278,36,Delhi,2025-07-10,5,35635.53,117
CUST1279,28,Bangalore,2026-05-05,23,53764.01,47
CUST1280,29,Bangalore,2026-05-14,6,24171.58,11
CUST1281,54,Bangalore,2025-06-12,15,26410.52,48
CUST1282,53,Delhi,2025-04-16,22,32035.9,89
CUST1283,41,Noida,2025-03-17,18,97558.84,137
CUST1284,25,Delhi,2025-06-04,13,93141.36,38
CUST1285,47,Chennai,2026-05-01,5,927.28,140
CUST1286,50,Chennai,2026-05-15,21,70692.41,122
CUST1287,36,Bangalore,2026-04-04,26,56740.54,114
CUST1288,25,Noida,2025-06-23,29,4488.05,174
CUST1289,25,Pune,2025-10-10,1,40462.18,57
CUST1290,40,Mumbai,2025-08-17,11,5975.85,165
CUST1291,55,Hyderabad,2025-04-10,26,93598.68,72
CUST1292,19,Mumbai,2025-04-11,18,85020.41,174
CUST1293,23,Kolkata,2025-12-10,7,49301.3,155
CUST1294,50,Delhi,2025-11-06,30,66843.26,102
CUST1295,45,Chennai,2025-03-17,13,37596.7,73
CUST1296,40,Pune,2025-06-26,15,87493.02,23
CUST1297,46,Kolkata,2025-04-21,26,44529.18,42
CUST1298,45,Kolkata,2026-02-17,5,83633.4,154
CUST1299,27,Hyderabad,2025-02-14,10,47724.01,135
CUST1300,22,Kolkata,2025-06-21,3,1158.58,164
CUST1301,35,Kolkata,2026-04-14,6,55803.48,146
CUST1302,26,Hyderabad,2026-01-22,6,83312.23,75
CUST1303,49,Delhi,2025-10-11,27,82711.71,150
CUST1304,49,Noida,2025-06-05,8,3170.58,1
CUST1305,34,Pune,2025-03-20,21,83507.19,121
CUST1306,36,Kolkata,2025-03-05,6,49442.71,177
CUST1307,33,Delhi,2025-11-27,4,76589.48,127
CUST1308,22,Chennai,2026-05-12,19,48308.35,112
CUST1309,34,Noida,2026-03-21,23,81918.94,96
CUST1310,54,Delhi,2025-09-20,28,26323.95,149
CUST1311,27,Chennai,2025-01-30,15,87892.57,35
CUST1312,28,Delhi,2025-07-02,9,36435.76,163
CUST1313,40,Delhi,2026-04-12,10,29520.58,164
CUST1314,22,Hyderabad,2026-04-25,25,62988.98,25
CUST1315,28,Chennai,2025-11-03,28,31962.94,176
CUST1316,37,Pune,2026-02-14,22,69947.77,93
CUST1317,52,Chennai,2025-02-19,27,14799.89,36
CUST1318,36,Chennai,2025-09-23,25,48747.45,88
CUST1319,28,Mumbai,2026-04-17,7,15878.21,57
CUST1320,30,Mumbai,2026-03-02,14,46318.89,20
CUST1321,26,Delhi,2025-03-01,16,35146.89,177
CUST1322,26,Noida,2025-07-05,29,98764.38,134
CUST1323,39,Bangalore,2026-01-26,23,30816.08,31
CUST1324,26,Bangalore,2025-04-24,23,23044.16,33
CUST1325,26,Mumbai,2025-04-18,14,69236.4,29
CUST1326,19,Noida,2025-02-09,25,43409.12,51
CUST1327,20,Delhi,2025-02-25,16,12332.76,65
CUST1328,22,Pune,2025-01-23,22,1522.1,25
CUST1329,25,Hyderabad,2026-02-05,19,90166.9,48
CUST1330,40,Delhi,2025-12-10,3,14982.92,72
CUST1331,55,Chennai,2026-05-01,12,16475.45,129
CUST1332,33,Mumbai,2026-02-04,4,82048.86,4
CUST1333,31,Hyderabad,2025-09-28,10,17591.46,138
CUST1334,24,Hyderabad,2025-01-03,30,50667.43,122
CUST1335,55,Bangalore,2025-07-07,15,67515.81,28
CUST1336,40,Kolkata,2025-04-03,14,21820.26,59
CUST1337,25,Chennai,2025-07-28,4,46857.22,134
CUST1338,49,Chennai,2025-03-11,23,29182.99,11
CUST1339,38,Noida,2025-02-12,4,38785.72,117
CUST1340,37,Noida,2025-11-04,8,55614.63,75
CUST1341,45,Hyderabad,2026-03-14,28,7426.11,122
CUST1342,41,Bangalore,2026-04-26,1,99872.97,126
CUST1343,24,Kolkata,2025-12-11,15,52504.91,174
CUST1344,25,Bangalore,2025-02-13,13,40362.12,152
CUST1345,24,Bangalore,2026-05-16,3,36689.14,51
CUST1346,30,Kolkata,2025-06-23,4,23670.53,109
CUST1347,49,Pune,2026-01-07,25,71492.63,149
CUST1348,35,Kolkata,2025-10-31,12,47844.72,155
CUST1349,43,Noida,2026-05-02,17,28249.62,117
CUST1350,25,Pune,2025-02-25,16,49978.74,161
CUST1351,26,Delhi,2026-04-28,4,73910.94,18
CUST1352,19,Bangalore,2025-09-13,13,60656.1,84
CUST1353,37,Mumbai,2025-03-20,25,8113.47,134
CUST1354,49,Noida,2026-01-28,7,29709.51,128
CUST1355,50,Pune,2025-09-09,18,34689.76,139
CUST1356,19,Delhi,2025-10-07,14,88072.5,31
CUST1357,46,Chennai,2025-07-16,28,37945.49,118
CUST1358,20,Bangalore,2025-01-19,18,66111.4,78
CUST1359,28,Noida,2026-03-29,14,13881.58,100
CUST1360,25,Noida,2025-09-07,22,55601.5,139
CUST1361,48,Noida,2025-10-20,18,85507.97,130
CUST1362,43,Pune,2025-01-29,16,59308.99,97
CUST1363,40,Pune,2025-11-12,11,6611.69,152
CUST1364,26,Chennai,2025-01-24,12,81050.57,150
CUST1365,39,Kolkata,2025-01-14,4,43100.74,92
CUST1366,40,Delhi,2025-07-30,22,24800.77,61
CUST1367,37,Mumbai,2025-11-28,30,68955.13,79
CUST1368,39,Bangalore,2025-02-28,1,54072.47,10
CUST1369,45,Kolkata,2025-08-24,9,2530.03,121
CUST1370,19,Chennai,2025-10-29,13,57250.18,83
CUST1371,24,Noida,2025-10-21,4,69240.96,53
CUST1372,49,Chennai,2025-06-22,6,61675.37,94
CUST1373,45,Hyderabad,2026-05-12,16,63726.7,20
CUST1374,52,Hyderabad,2026-03-07,10,26882.93,77
CUST1375,43,Hyderabad,2025-10-21,20,74417.36,24
CUST1376,55,Mumbai,2026-01-03,19,34015.39,18
CUST1377,51,Noida,2025-10-18,14,21369.05,20
CUST1378,37,Pune,2025-11-30,14,66513.94,81
CUST1379,44,Kolkata,2025-04-13,9,62683.91,117
CUST1380,53,Bangalore,2025-12-10,29,2351.03,133
CUST1381,29,Noida,2026-03-18,7,66250.22,120
CUST1382,52,Kolkata,2025-05-18,30,56828.59,161
CUST1383,51,Hyderabad,2025-01-31,12,46517.43,62
CUST1384,37,Kolkata,2025-03-19,14,32205.99,17
CUST1385,31,Kolkata,2025-11-21,9,82459.22,166
CUST1386,34,Hyderabad,2025-03-24,13,24229.1,39
CUST1387,19,Hyderabad,2025-04-09,26,82809.27,119
CUST1388,53,Kolkata,2025-09-06,14,64868.74,10
CUST1389,28,Pune,2025-04-14,5,3399.62,72
CUST1390,53,Bangalore,2025-12-04,21,85325.84,125
CUST1391,19,Delhi,2026-02-05,28,89702.29,81
CUST1392,37,Mumbai,2025-11-05,29,95531.3,94
CUST1393,23,Kolkata,2025-12-10,27,72561.33,36
CUST1394,25,Mumbai,2025-05-01,17,66589.6,149
CUST1395,51,Pune,2026-05-02,16,88514.2,61
CUST1396,25,Chennai,2025-11-04,11,83317.25,100
CUST1397,33,Kolkata,2026-02-17,7,14855.65,45
CUST1398,35,Noida,2025-04-20,14,25803.44,151
CUST1399,49,Chennai,2025-01-29,23,94896.73,82
CUST1400,45,Noida,2025-10-07,22,25011.5,72
CUST1401,27,Chennai,2026-03-27,16,71709.29,79
CUST1402,20,Delhi,2025-01-11,23,91787.0,172
CUST1403,34,Kolkata,2025-05-03,10,64075.43,180
CUST1404,25,Hyderabad,2025-07-05,28,44519.08,3
CUST1405,43,Pune,2026-04-11,10,9479.91,61
CUST1406,31,Bangalore,2025-06-02,30,44165.16,82
CUST1407,44,Delhi,2026-03-27,9,86711.24,126
CUST1408,44,Chennai,2025-08-30,23,42525.42,26
CUST1409,28,Pune,2026-02-27,17,7103.54,108
CUST1410,53,Chennai,2025-11-05,15,69673.4,14
CUST1411,29,Noida,2025-11-25,26,64289.33,1
CUST1412,30,Pune,2025-07-25,11,57793.03,29
CUST1413,33,Bangalore,2025-03-22,28,59604.6,106
CUST1414,38,Noida,2026-02-10,16,87413.83,35
CUST1415,29,Chennai,2025-05-14,26,28538.83,22
CUST1416,41,Bangalore,2025-08-01,13,87700.81,147
CUST1417,19,Delhi,2025-04-25,30,56073.73,157
CUST1418,32,Mumbai,2025-11-17,15,20227.49,180
CUST1419,28,Delhi,2026-03-13,13,61991.4,154
CUST1420,27,Mumbai,2025-05-14,12,17427.23,146
CUST1421,18,Kolkata,2025-03-02,25,92038.91,117
CUST1422,49,Mumbai,2026-02-28,8,71499.59,49
CUST1423,35,Pune,2026-04-30,24,49669.73,34
CUST1424,31,Hyderabad,2025-08-09,27,28655.24,174
CUST1425,44,Bangalore,2025-04-07,14,79350.12,8
